"","Country","Region","construction_period_start","construction_period_end","steel","copper","aluminum","unspecified_metal","metal_based","wood","paper_cardboard","straw","biomass_based","concrete","cement","aggregates","brick","mortar_plaster","mineral_fill","plaster_board_gypsum","Adobe","Asphalt","Bitumen","tural_stone","cement_asbestos","Clay","siding_unspecified","construction_mineral","Ceramics","Glass","Plastics","Polystyrene","PVC","Lineoleum","Carpet","Heraklith","Mineral_wool","insulation_unspecified","other_unspecified_material","other_minerals","Agregate","TotalMSI","building_description","no_floors","Occupation","building_type","measurement_type","urban_rural","floor_area_type","Authors","publication_year","publication_title","publication_outlet","copyright","DOI","URL","comment_scope","comment_conversion","comment_aggregation","comment_primary","comment_secondary","data_entry","global_region","climate_classification","equator_distance","heating_degree_days_0","heating_degree_days_1","cooling_degree_days_0","cooling_degree_days_1","country_land_area","population_0","Notes..population_0","population_1","urbanization_0","urbanization_1","gdp_0","gdp_1","hdi_0","hdi_1","cluster_id"
"39","Austria","Vien0",1997,NA,61.95732484,0.083917197,0.850318471,NA,62.891560508,4.935350318,NA,NA,4.935350318,1543.184713,NA,1.898089172,NA,NA,1.342038217,27.02914013,NA,NA,NA,NA,NA,NA,NA,1573.453980519,3.031847134,2.211783439,1.096178344,2.468152866,NA,0.152866242,0.181528662,NA,1.342038217,NA,NA,10.484394904,1545.082802172,1651.765286249,"Fi0l Bill WHA PGH.","3.2","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"40","Austria","Vien0",1997,NA,30.33903754,0.086964911,0.128714669,NA,30.55471712,16.33603671,NA,NA,16.33603671,1513.321463,NA,10.7262224,NA,13.23120787,3.262091759,31.4530795,NA,NA,3.201364838,1.564378282,NA,NA,NA,1576.759807649,1.715535508,8.605730738,3.709622761,5.587536774,NA,NA,NA,NA,3.262091759,NA,NA,22.88051754,1537.27889327,1646.531079019,"LCA Data JAS","3.3","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"41","Austria","Vien0",1997,NA,60.3396423,0.260561988,1.240926466,NA,61.841130754,20.14144165,NA,NA,20.14144165,1158.898296,NA,9.253207588,NA,9.064300147,2.921551287,33.03926004,NA,16.9886416,3.504558735,NA,NA,NA,NA,1233.669815397,1.517773578,7.465100948,6.204632332,5.761676953,NA,NA,NA,0.22147769,2.921551287,NA,NA,24.092212788,1177.215803735,1339.744600589,"LCA Data IBO1","3.3","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"42","Austria","Vien0",1997,NA,46.00730513,0.083901938,0.703485482,NA,46.79469255,13.7147399,NA,NA,13.7147399,886.5272413,NA,17.00305048,186.2719839,26.71308633,4.333857809,35.86807859,NA,NA,6.737971039,NA,NA,NA,NA,1163.455269448,0.296883781,5.227736151,3.510973415,5.827957709,NA,NA,NA,NA,4.333857809,NA,NA,19.197408865,1116.51536201,1243.162110763,"LCA Data IBO2","3.2","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"43","Austria","Vien0",1997,NA,48.47776377,0.088674677,0.170528225,NA,48.736966672,15.65449105,NA,NA,15.65449105,997.9891517,NA,NA,NA,12.09045114,10.25215688,42.90149082,NA,NA,2.087265473,NA,NA,NA,NA,1065.320516013,9.672360916,6.650600771,3.355995466,3.451491272,NA,0.150064838,NA,0.221686692,10.25215688,NA,NA,33.754356835,1010.07960284,1163.46633057,"LCA Data IBO3","3.4","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"44","Austria","Vien0",1997,NA,26.24929609,0.315259046,0.213357132,NA,26.777912268,116.7095356,NA,NA,116.7095356,529.24988,NA,70.16902091,NA,9.925883285,14.56878923,45.69982388,NA,NA,6.652284306,NA,NA,NA,NA,676.265681611,0.292968002,2.824593671,6.76055509,2.534810104,NA,NA,NA,0.009553304,14.56878923,NA,NA,26.991269401,609.344784195,846.74439888,"LCA Data IBO4","3.2","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",4
"45","Austria","Vien0",1997,NA,72.44221252,0.085137528,0.432236679,NA,72.959586727,6.264157327,0.291432306,NA,6.555589633,1558.088797,NA,36.48143062,NA,9.731874322,3.788619983,17.65948796,NA,18.88415855,5.651822032,NA,NA,NA,NA,1650.286190467,0.301255867,1.709299595,3.192657289,7.102434523,NA,NA,NA,0.975807048,3.788619983,NA,NA,17.070074305,1604.302101942,1746.871441132,"LCA Data IBO5","3.3","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"46","Austria","Vien0",1997,NA,58.12452448,0.227735825,0.207556701,NA,58.559817006,9.608145619,NA,NA,9.608145619,1231.820193,NA,NA,NA,11.63182345,8.538652062,16.58723969,NA,3.831150773,4.860286082,NA,NA,NA,NA,1277.269345057,0.26521134,2.26582732,2.412846649,3.323789948,NA,NA,NA,NA,8.538652062,NA,NA,16.806327319,1243.45201645,1362.243635001,"LCA Data IBO6","2.9","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"47","Austria","Vien0",1997,NA,10.50097026,0.066624018,0.110185876,NA,10.677780154,85.1736824,0.143497885,NA,85.317180285,591.9108402,NA,8.415125996,NA,5.39910794,8.028194198,23.27740699,NA,NA,4.973739208,NA,NA,NA,NA,642.004414532,0.235746526,3.215890111,4.509933543,3.264576894,NA,NA,NA,8.627810362,8.028194198,NA,NA,27.882151634,605.725074136,765.881526605,"LCA Data IBO7","2.6","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",4
"48","Austria","Vien0",1997,NA,61.80040198,0.266526296,0.529989072,NA,62.596917348,6.065770878,NA,NA,6.065770878,1220.270734,NA,16.97803142,NA,24.67053176,5.768609375,21.67747209,NA,NA,5.768609375,NA,NA,NA,NA,1295.13398802,0.281843899,2.766359143,2.864391803,8.053995777,NA,NA,NA,NA,5.768609375,NA,NA,19.735199997,1261.91929718,1383.531876243,"LCA Data IBO8","3.1","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"49","Austria","Vien0",1997,NA,58.61229324,0.083488721,0.465610175,NA,59.161392136,4.723534945,0.073855407,NA,4.797390352,1310.702275,NA,6.062565586,NA,10.91454472,2.674850176,39.48374282,NA,NA,4.810234771,NA,NA,NA,NA,1374.648213073,0.295421628,2.517506048,9.154859367,4.990056631,NA,NA,NA,NA,2.674850176,NA,NA,19.63269385,1327.679385306,1458.239689411,"LCA Data IBO9","3.2","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"50","Austria","Vien0",1997,NA,50.68008661,0.085993751,0.496117796,NA,51.262198157,8.827589322,NA,NA,8.827589322,1122.119232,NA,33.51441086,52.85639001,14.74462091,3.661349336,22.96694652,NA,NA,5.946798651,NA,NA,NA,NA,1255.809748287,7.249934729,2.563275281,2.632731772,6.42968664,NA,NA,NA,NA,3.661349336,NA,NA,22.536977758,1223.23465378,1338.436513524,"LCA Data IBO10","3.3","residential","0","NULL","urban","gross","Kleemann, Fritz; Lederer, Jakob; Rechberger, Helmut; Fellner, Johann",2016,"GIS-based A0lysis of Vien0's Material Stock in Buildings","Jour0l of Industrial Ecology","Copyright Wiley and author permission","10.1111/jiec.12446","<U+FEFF>http://doi.wiley.com/10.1111/jiec.12446","NULL","Perso0l communication by the author. Data based and converted from Kleemann et al. 2016. No. of floors calculated by author.","Summed ""slag fill"" and ""mineral fill"", ""bricks"" and ""foamed clay bricks"", ""mineral wool"" and ""mineral wool board"". Considered ""cement asbestos"" as ""cement"", ""lami0te"" as ""other"".","NULL","Heating Degree Days: HDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: CDD in 2013, Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values. Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Population in 2016, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1995, Urban pop. in 2020, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 2016, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","Europe","Cfb",5362,4470.815,4651.60975,99.5599975,163.375,82445,8015,"0",8780,0.616,0.587,31019,45010,"NULL","NULL",5
"51","Brazil","Rio de Janeiro",2000,2010,NA,NA,NA,20.13,20.13,868.96,NA,NA,868.96,845.29,81.48,393.88,NA,28.29,NA,NA,NA,NA,NA,2.46,NA,NA,NA,1351.4,116.43,0.8,0.54,NA,NA,NA,NA,NA,NA,NA,0.31,118.08,1348.94,2358.57,"SFH mainly composed of wood","0","residential","SFH","NULL","urban","gross","Condeixa, Kari0; Haddad, Assed; Boer, Dieter",2017,"Material flow a0lysis of the residential building stock at the city of Rio de Janeiro","Jour0l of Cleaner Production","Copyright Elsevier","10.1016/j.jclepro.2017.02.080","https://doi.org/10.1016/j.jclepro.2017.02.080","NULL","NULL","NULL","NULL","Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2000, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","South_America","Aw",2547,221.572495,202.317505,1672.85755,1832.099975,8358140,176369,"0",198142,0.812,0.843,8316,13418,"NULL","NULL",6
"52","Brazil","Rio de Janeiro",2000,2010,NA,NA,NA,21.25,21.25,20.64,NA,NA,20.64,557.91,63.82,270.14,NA,19.73,NA,NA,NA,NA,NA,2.23,3.4,NA,NA,917.23,50.72,1.1,0.31,NA,NA,NA,NA,NA,NA,NA,NA,52.13,911.6,1011.25,"multi-family buildings with four apartment·s floors","4","residential","MFH","NULL","urban","gross","Condeixa, Kari0; Haddad, Assed; Boer, Dieter",2017,"Material flow a0lysis of the residential building stock at the city of Rio de Janeiro","Jour0l of Cleaner Production","Copyright Elsevier","10.1016/j.jclepro.2017.02.080","https://doi.org/10.1016/j.jclepro.2017.02.080","NULL","NULL","NULL","NULL","Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2000, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.","Heeren and Fishman","South_America","Aw",2547,221.572495,202.317505,1672.85755,1832.099975,8358140,176369,"0",198142,0.812,0.843,8316,13418,"NULL","NULL",4
